stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type
c7bdcad2-a8ff-4b9d-9fcd-fb56738f4596,1214,"Broadmoor St.","",30.656183699142,-96.3434381093644,0
c120e49e-2ecc-4179-852e-711973809404,1215,"Hollow Hill","",30.6618592537558,-96.355088284915,0
8f5b9f70-a879-4eb8-99ba-202120c13e37,1216,"Blinn College - Bldg E","",30.66325,-96.35185278,0
157fdb37-d068-428a-8c77-8c49e359754e,1217,"Broadmoor St.","",30.6560844574025,-96.3432449903038,0
acd59ca5-4aa6-4a3d-9a1c-2be94b851b33,1218,"Willow Oaks","",30.6466296700615,-96.333656092504,0
50576d29-941f-4645-9449-489bfc3f9dae,1219,"Laurel Ridge","",30.6376925490911,-96.3278397219086,0
89975b7c-62e2-4ec5-bfec-da58d1cfd4bd,1220,"Summer Court","",30.6381619356967,-96.3226791514563,0
03f2d41d-42c8-4720-91fa-51c44b4fb61c,1221,"April Bloom","",30.6375155232856,-96.3197702956063,0
461acd4c-3960-4b27-80c2-e0424606b9a1,1222,"Munson","",30.6329329689105,-96.3215888334268,0
7156594e-91e9-4f33-9f67-2f86072465f5,1223,"Tarrow","",30.6301407891596,-96.3246908083374,0
8dae306e-1a5d-4ede-989f-e1ab7b3dfc72,1205,"University Square","",30.6273754315004,-96.3277042703452,0
450db465-b48b-4c78-bbf6-b6c34f07d549,1204,"Foster","",30.6256936863478,-96.3295456069437,0
0787e8d0-8646-49ad-828e-09644f092609,0105,"Fish Pond","",30.6164373824857,-96.3431591596102,0
fc455191-ab11-4775-ae18-37a4c91c4633,0899,"MSC","",30.6132026382209,-96.3417322243292,0
3963a757-ef4a-4c24-9d20-7fcd9b17afbf,0802,"Beutel","",30.6157037982764,-96.343101492113,0
4949baf2-b551-4f27-9f76-a7195f7dc63d,0804,"West Campus Garage","",30.607985741376,-96.3458561209354,0
19dd7661-cad2-40b3-a2be-6a1077493b9d,0805,"Reed Arena 2","",30.6067639950969,-96.3447416630233,0
27bdf0b3-1acb-4d52-8c7c-4a1251f8a766,0806,"Blue Bell Park","",30.6046651664177,-96.3419387544357,0
58e40377-ea51-4a3b-b0ce-bf9188a0ffa1,0807,"Student Rec Center","",30.6070067350272,-96.3446585145389,0
efd8a9fc-f3fb-45c4-b89d-a50a9d07a816,0808,"West Campus Garage","",30.6080715720696,-96.3456200865281,0
054a2ebb-9e8a-42a3-80a6-362d1be7eca5,0503,"Kleberg","",30.6097332006534,-96.3466996757209,0
9e3fafb9-f9e7-4e6c-a821-0cd673d11f75,0599,"MSC","",30.6137243279054,-96.34143718132,0
d8238c96-6983-4493-b12d-d99ad35ac095,0507,"Lot 100a/b","",30.6067680184107,-96.3471972255228,0
70b9f990-18e5-44cd-bfee-3c936152b12b,0508,"Reed Arena","",30.6057353678784,-96.3474359421394,0
7214a476-93c8-4f88-8280-c024aa10e60b,0517,"Ag Building","",30.6052700045866,-96.350554010305,0
37adb4c3-cb74-41df-a209-8d8a91b4c60e,0509,"TTI","",30.6021707118852,-96.3531168611715,0
3ffeff45-89f6-43ba-be2a-cc571ea83c7d,0510,"Bush School","",30.5991867541782,-96.3527735383972,0
210ecef4-ebdd-48cd-903e-3f8283006e3e,0520,"Centeq 1","",30.6015712381346,-96.3575948093888,0
2a6b4631-b523-45ff-a1ad-1e2881e008a9,0519,"Discovery #1","",30.6057930353757,-96.3556005868674,0
29ef4c33-1175-4081-add0-5d09f9abfc97,0506,"NCTM","",30.6091699367267,-96.3609609819031,0
d16f003d-824d-4180-9bfb-23e7da97eb36,0518,"Discovery #2","",30.6056937936362,-96.3556086334949,0
432677fb-afab-4855-b98f-e985a9d11720,0512,"Centeq 2","",30.6012037754776,-96.3582586561596,0
35bea500-bd76-487f-97f9-8f78626552a1,0513,"Lot 41/43","",30.5981178938221,-96.3551995965957,0
7c4abd5a-dadd-4a33-b982-bcd886fe1f0b,0514,"Bush School","",30.5991599320864,-96.3527359874687,0
05734242-5481-4834-91a4-8ecf0dd76f63,0515,"TTI","",30.6018300713199,-96.3528446169403,0
465b652b-3fd5-4d80-9215-84deef3d1afa,0516,"Ag Building","",30.6056642893353,-96.3498807758022,0
90ce051f-4ead-44e5-96c0-7cea571121d9,0305,"Wehner S","",30.6120211250794,-96.3487488835304,0
ad1137b7-7753-4c5f-92c7-e9c378ce0a9c,0117,"MSC temp","",30.6144458421734,-96.3425918723698,0
6cc4765b-750e-4b0c-9cd0-dc350d18acf9,0702,"Fish Pond","",30.6163904438251,-96.3430679644983,0
3dd868e6-1e98-409a-9015-81bec5e625d9,0113,"Ross and Ireland","",30.6177248428896,-96.3411823714484,0
95dd5405-f185-4498-9c1d-4cd594edfd7e,0114,"Ross and Spence","",30.6189492713779,-96.339402725661,0
da061a5f-628e-46e3-af60-4bfb3a7128f4,0115,"Ross and Bizzell","",30.6198344004056,-96.3380616210736,0
fe1b834c-ca90-486b-8d40-9b87a12d4fed,1517,"458 Old Main Dr","15 extra",30.6138249107495,-96.3437063302819,0
8b0354b8-1138-478e-82d9-a8e85f620773,2712,"HEB","",30.6119071311895,-96.3185109983987,0
e64eb6fa-f88b-4336-b27e-146a49e8b9b9,2713,"Village","",30.6108181542646,-96.320265163199,0
e62c8ed3-ba44-43bb-9375-f8a0f5300bef,2714,"Scandia","",30.6116053826574,-96.3240658535996,0
9cd3c298-0aa7-4978-a05b-08002412204d,2620,"Taos","",30.612520015986,-96.3251910403485,0
6029c371-95b3-480d-bf27-0074de2367ba,3621,"Joe Routt Blvd","",30.613364911876,-96.338765700982,0
ea322517-512d-4440-b6e3-1137bee6d364,2206,"Plantation Oaks","",30.6275309996325,-96.3064853135637,0
36af9aa8-4a74-4c9d-a8fa-137900d11c6e,2207,"Briarwood","",30.6264822558452,-96.3097951596853,0
cbc180bf-d7ab-42e4-9848-5ca14f87ca9e,2208,"Cripple Creek","",30.6240722909017,-96.3128247149482,0
ba6a166b-5ad6-4f94-ac97-6175cf29ffaa,2209,"Polo Club","",30.6215590609049,-96.3156504223138,0
60f41530-1115-4698-a5a4-e6c8d9c192e5,2210,"The Cambridge","",30.6203064692203,-96.3170947919544,0
edf7c73a-93e0-496f-9985-10da27ea3359,2615,"Redstone","",30.6080232923045,-96.3128300793666,0
6139a501-3199-4d37-9aa4-fabe6d088622,2616,"Denver","",30.6064314011593,-96.3157067487065,0
f158eeb5-7369-45eb-8acc-5c5b661d7d33,2617,"Lemon Tree","",30.6071314577539,-96.317625869371,0
d7d252e8-18b5-488f-a06a-9e927bdac480,2618,"Lexington","",30.6090143685946,-96.3205266785936,0
