120, 156, 13-11-10 16:30:00, 13-11-10 16:40:00, 27
156, 91, 13-11-10 16:40:00, 13-11-10 16:45:00, 27
91, 93, 13-11-10 16:45:00, 13-11-10 16:48:00, 27
93, 120, 13-11-10 16:48:00, 13-11-10 16:55:00, 27
120, 156, 13-11-10 17:30:00, 13-11-10 17:40:00, 27
156, 91, 13-11-10 17:40:00, 13-11-10 17:45:00, 27
91, 93, 13-11-10 17:45:00, 13-11-10 17:48:00, 27
93, 120, 13-11-10 17:48:00, 13-11-10 17:55:00, 27
120, 208, 13-11-10 09:30:00, 13-11-10 09:36:00, 31
208, 210, 13-11-10 09:36:00, 13-11-10 09:41:00, 31
210, 214, 13-11-10 09:41:00, 13-11-10 09:45:00, 31
214, 120, 13-11-10 09:45:00, 13-11-10 09:55:00, 31
120, 208, 13-11-10 10:30:00, 13-11-10 10:36:00, 31
208, 210, 13-11-10 10:36:00, 13-11-10 10:41:00, 31
210, 214, 13-11-10 10:41:00, 13-11-10 10:45:00, 31
214, 120, 13-11-10 10:45:00, 13-11-10 10:55:00, 31
120, 208, 13-11-10 11:30:00, 13-11-10 11:36:00, 31
208, 210, 13-11-10 11:36:00, 13-11-10 11:41:00, 31
210, 214, 13-11-10 11:41:00, 13-11-10 11:45:00, 31
214, 120, 13-11-10 11:45:00, 13-11-10 11:55:00, 31
120, 208, 13-11-10 12:30:00, 13-11-10 12:36:00, 31
208, 210, 13-11-10 12:36:00, 13-11-10 12:41:00, 31
210, 214, 13-11-10 12:41:00, 13-11-10 12:45:00, 31
214, 120, 13-11-10 12:45:00, 13-11-10 12:55:00, 31
120, 208, 13-11-10 13:30:00, 13-11-10 13:36:00, 31
208, 210, 13-11-10 13:36:00, 13-11-10 13:41:00, 31
210, 214, 13-11-10 13:41:00, 13-11-10 13:45:00, 31
214, 120, 13-11-10 13:45:00, 13-11-10 13:55:00, 31
120, 208, 13-11-10 14:30:00, 13-11-10 14:36:00, 31
208, 210, 13-11-10 14:36:00, 13-11-10 14:41:00, 31
210, 214, 13-11-10 14:41:00, 13-11-10 14:45:00, 31
214, 120, 13-11-10 14:45:00, 13-11-10 14:55:00, 31
120, 208, 13-11-10 15:30:00, 13-11-10 15:36:00, 31
208, 210, 13-11-10 15:36:00, 13-11-10 15:41:00, 31
210, 214, 13-11-10 15:41:00, 13-11-10 15:45:00, 31
214, 120, 13-11-10 15:45:00, 13-11-10 15:55:00, 31
120, 208, 13-11-10 16:30:00, 13-11-10 16:36:00, 31
208, 210, 13-11-10 16:36:00, 13-11-10 16:41:00, 31
210, 214, 13-11-10 16:41:00, 13-11-10 16:45:00, 31
214, 120, 13-11-10 16:45:00, 13-11-10 16:55:00, 31
120, 208, 13-11-10 17:30:00, 13-11-10 17:36:00, 31
208, 210, 13-11-10 17:36:00, 13-11-10 17:41:00, 31
210, 214, 13-11-10 17:41:00, 13-11-10 17:45:00, 31
214, 120, 13-11-10 17:45:00, 13-11-10 17:55:00, 31
120, 195, 13-11-10 09:30:00, 13-11-10 09:38:00, 33
195, 199, 13-11-10 09:38:00, 13-11-10 09:41:00, 33
199, 203, 13-11-10 09:41:00, 13-11-10 09:45:00, 33
203, 120, 13-11-10 09:45:00, 13-11-10 09:55:00, 33
120, 195, 13-11-10 10:30:00, 13-11-10 10:38:00, 33
195, 199, 13-11-10 10:38:00, 13-11-10 10:41:00, 33
199, 203, 13-11-10 10:41:00, 13-11-10 10:45:00, 33
203, 120, 13-11-10 10:45:00, 13-11-10 10:55:00, 33
120, 195, 13-11-10 11:30:00, 13-11-10 11:38:00, 33
195, 199, 13-11-10 11:38:00, 13-11-10 11:41:00, 33
199, 203, 13-11-10 11:41:00, 13-11-10 11:45:00, 33
203, 120, 13-11-10 11:45:00, 13-11-10 11:55:00, 33
120, 195, 13-11-10 12:30:00, 13-11-10 12:38:00, 33
195, 199, 13-11-10 12:38:00, 13-11-10 12:41:00, 33
199, 203, 13-11-10 12:41:00, 13-11-10 12:45:00, 33
203, 120, 13-11-10 12:45:00, 13-11-10 12:55:00, 33
120, 195, 13-11-10 13:30:00, 13-11-10 13:38:00, 33
195, 199, 13-11-10 13:38:00, 13-11-10 13:41:00, 33
199, 203, 13-11-10 13:41:00, 13-11-10 13:45:00, 33
203, 120, 13-11-10 13:45:00, 13-11-10 13:55:00, 33
120, 195, 13-11-10 14:30:00, 13-11-10 14:38:00, 33
195, 199, 13-11-10 14:38:00, 13-11-10 14:41:00, 33
199, 203, 13-11-10 14:41:00, 13-11-10 14:45:00, 33
203, 120, 13-11-10 14:45:00, 13-11-10 14:55:00, 33
120, 195, 13-11-10 15:30:00, 13-11-10 15:38:00, 33
195, 199, 13-11-10 15:38:00, 13-11-10 15:41:00, 33
199, 203, 13-11-10 15:41:00, 13-11-10 15:45:00, 33
203, 120, 13-11-10 15:45:00, 13-11-10 15:55:00, 33
