stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type
7f9f7723-b6fb-4c76-a86e-84e849a8c7c4,3605,"Meadows Point","",30.594026183726,-96.336802323866,0
a3bf03a2-1fba-4986-b402-37804a8f3612,3505,"Gridiron","",30.5927762742505,-96.3382306002516,0
05b1b727-0a68-4874-aa0d-93fe086dcf4d,3606,"The Zone","",30.5897668355564,-96.3380562566552,0
47c6b5cf-c025-4382-9487-4a8b0c4d4cc2,3618,"Holleman South","",30.5841207852436,-96.3369297288018,0
56fbcd27-99f7-42ae-bc39-6a8b22898625,3506,"Walden Pond","",30.5897668355564,-96.3379851781121,0
2a92894c-1d66-49f6-bad3-04f29b040f7f,3507,"Gridiron","",30.5927132423349,-96.3381648861268,0
c352570b-b903-453d-969d-3f45b2dc3974,3603,"Gateway","",30.5939631518104,-96.3367527029963,0
156e1e4c-a894-4817-8755-2a47d14e4cf5,3509,"U-Club","",30.5960941669997,-96.336487164288,0
3a8d7deb-82fa-4774-9c0b-cb51136559eb,3613,"Callaway Villas","",30.6016409755731,-96.3389319979508,0
dfe39950-7158-4d9b-8320-facda9bb8fde,2202,"Campus View","",30.62002222,-96.31725833,0
cae66ab5-c63f-402b-a689-d34a782b13b4,2203,"Polo Club","",30.6214946878847,-96.3155927548166,0
4f77ab4f-7557-4085-96fb-704e91f57457,2204,"Cripple Creek","",30.6239489092796,-96.3128113039024,0
d07c81ca-0731-4c03-bf8d-f79b434a3975,2205,"Munson","",30.6236002220869,-96.3108546323094,0
35f91c0a-492b-4dcb-8ace-a780b7ab4fe7,3501,"Trigon","",30.6139523156853,-96.3396763109968,0
173efd68-9823-446a-abbf-d416bd87bc55,3513,"Woodsman","",30.5939524229737,-96.3393142127582,0
36185ccf-fb0b-46b0-9e3b-c7df4a6e885d,3514,"Jones Butler South","",30.5908933634098,-96.3354706070108,0
d5773f9e-2629-49d7-95ab-0849b88c2bf3,3515,"The Heights","",30.5898888760739,-96.3465414253796,0
5392facc-8360-4759-886b-ba046e5e2101,3516,"Fox Run","",30.5919662470797,-96.3442052211884,0
05ad187d-f876-4506-bcc8-c8b244b8b7b5,3517,"The District","",30.5939229186728,-96.3420420194889,0
a33d8257-5e2a-41d1-b164-c36fbfc5f182,3518,"West Luther @ Jones","",30.59536389,-96.34043611,0
eefdeeaf-08a0-4f5e-975e-5112d0abec51,0104,"Wehner N","",30.6121310956556,-96.3495307475049,0
eddf7530-6a6e-4fc6-95e9-619e98f6073e,2621,"1809 Brentwood Dr","26 extra",30.6085422997798,-96.3122413344527,0
2440d9e6-e17c-456a-84d9-189d8afe46e1,0111,"Rudder","",30.6133219965292,-96.3388314151067,0
c12d24e6-55fc-4b8d-aa17-972eb7c4c2bc,3301,"Trigon","",30.614638961234,-96.33908086056,0
4bc354c6-19fe-4067-b1c2-1b6aedf67ebe,3302,"Doux Chene/Valley View","",30.5980776606844,-96.3068769161032,0
71c4a036-67c4-4750-be4d-d2bd2d834901,3303,"Brookwood","",30.5996735751434,-96.3053547623965,0
3e0cb823-051d-4b80-99ad-0ff647dba2ca,3304,"Airline","",30.5959909019465,-96.3015433431592,0
8deed0d8-2c99-447a-b5ac-cc7026120ae0,3305,"Cambridge Court","",30.5951580759977,-96.3001217722965,0
2c42260a-2324-452a-9ebb-162b726e36d9,3306,"Peppertree","",30.5936667676965,-96.2957886633747,0
36196819-7402-4766-8edd-9a691226bb69,3307,"Treehouse","",30.5910207683456,-96.2929133351394,0
04b84d02-5d16-445a-b508-63bc27b8e900,3308,"Bluestem","",30.5860680691044,-96.2922414417411,0
8e9c293a-2cd7-4d4d-ac6e-9edbc85b4b58,3309,"Adrienne","",30.5844895890051,-96.2952039417746,0
9393f6a4-7067-4c5b-96fa-bae9810b92da,3310,"Ponderosa @ Brothers Pond Park","",30.5829996218085,-96.299600082612,0
bfc8d320-73e3-4442-8592-1d0ee07f5dc5,3311,"Van Horn","",30.5868190876734,-96.3053198936772,0
1c044a4c-3c9f-49f4-bbb4-155f06c3e979,3312,"Rio Grande @ Balcones","",30.59050278,-96.30896667,0
441046fa-7d3d-4e06-a55a-ebf958d4db74,0408,"Rural Public Health","",30.6092919772441,-96.3535366269074,0
f78638e4-36ec-4402-ba2c-d6205ace49ac,3101,"Trigon","",30.614447183278,-96.3388917648132,0
4c214ca2-c25c-44c4-be80-8e36ddf5a530,3102,"Oney Hervey","",30.5978496729046,-96.3309953410026,0
090557ce-c5c9-4ffb-8b8a-e6ad27bd338e,3103,"Willow Rock","",30.5992940425452,-96.3264691130202,0
27e71733-ae4c-4ba5-9b55-6893b6d5dc2c,3104,"Renaissance Park","",30.5973695574623,-96.3249040439668,0
f0ca04f8-596e-484a-8e26-957a7b8694f2,3105,"Yellow House","",30.59564444,-96.322725,0
69bab929-66a3-44a9-8fc3-28747028cbf9,3106,"Colony","",30.5975,-96.32116389,0
5940edc0-f1eb-46de-8ac4-39da86614955,3107,"Renaissance Park","",30.59524444,-96.32368333,0
692ac7dc-8920-4593-ac17-139cd8da87bd,3109,"Parkway Circle","",30.5935165639827,-96.3268003658533,0
ff5847b9-5ff6-4e7d-886f-d43b785ae16c,3110,"The Woodlands","",30.59188889,-96.32951111,0
b854e380-7e40-4bad-b505-786363ec88b5,2715,"265 Holleman Dr E","27 extra",30.6155388424122,-96.3140223213448,0
67d6da02-7372-40ae-af82-efff85de649d,0406,"Fish Pond","",30.6164373824857,-96.3436097707516,0
a2511672-29ea-4f5f-88ae-742bfe94c066,0415,"Health Science Center","",30.5977772532569,-96.39537506672,0
4f4de549-aa1a-42e3-91cc-9d92df5df001,2211,"810 Dominik Dr","22 Extra",30.6242868676356,-96.3154519388349,0
e9da9188-ce82-4c21-9dc0-4b9f2ee156d5,3621,"Jones Butler Rd","",30.5944311973114,-96.3398573601161,0
