service_id,date,exception_type
d990fdb7-4ca4-41e7-bd62-e7b5f8e8315d,20130916,1
bf03e6ac-c792-4de6-9473-7a4449aa5301,20131108,1
edb4f216-38e1-4298-9045-6b342a8f4152,20131120,1
d990fdb7-4ca4-41e7-bd62-e7b5f8e8315d,20131202,1
ddd8f7e2-aabd-4b0e-8d14-afb8d6a56f4a,20130928,1
b3941392-763c-4807-9889-e1689d33422a,20131223,1
5932331e-0ef9-49b4-907d-6da239317927,20131006,1
294d711c-445d-4056-84eb-1ad201ed1999,20131017,1
50784900-54e6-432d-a465-cdff95549569,20130917,1
2f77caa3-7c66-431d-b1b7-25cb9c5c5ec1,20131219,1
294d711c-445d-4056-84eb-1ad201ed1999,20131121,1
d990fdb7-4ca4-41e7-bd62-e7b5f8e8315d,20130923,1
5932331e-0ef9-49b4-907d-6da239317927,20131110,1
b3941392-763c-4807-9889-e1689d33422a,20131224,1
edb4f216-38e1-4298-9045-6b342a8f4152,20131030,1
5932331e-0ef9-49b4-907d-6da239317927,20130929,1
50784900-54e6-432d-a465-cdff95549569,20131203,1
2f77caa3-7c66-431d-b1b7-25cb9c5c5ec1,20131220,1
d990fdb7-4ca4-41e7-bd62-e7b5f8e8315d,20131007,1
b3941392-763c-4807-9889-e1689d33422a,20130921,1
bf03e6ac-c792-4de6-9473-7a4449aa5301,20131018,1
b3941392-763c-4807-9889-e1689d33422a,20131225,1
bf03e6ac-c792-4de6-9473-7a4449aa5301,20131122,1
d990fdb7-4ca4-41e7-bd62-e7b5f8e8315d,20130930,1
d990fdb7-4ca4-41e7-bd62-e7b5f8e8315d,20131111,1
b3941392-763c-4807-9889-e1689d33422a,20131019,1
b3941392-763c-4807-9889-e1689d33422a,20131222,1
b3941392-763c-4807-9889-e1689d33422a,20130914,1
50784900-54e6-432d-a465-cdff95549569,20131112,1
b3941392-763c-4807-9889-e1689d33422a,20131226,1
294d711c-445d-4056-84eb-1ad201ed1999,20131031,1
d990fdb7-4ca4-41e7-bd62-e7b5f8e8315d,20130909,1
5932331e-0ef9-49b4-907d-6da239317927,20131020,1
b3941392-763c-4807-9889-e1689d33422a,20131026,1
50784900-54e6-432d-a465-cdff95549569,20131008,1
b3941392-763c-4807-9889-e1689d33422a,20130907,1
edb4f216-38e1-4298-9045-6b342a8f4152,20131113,1
b3941392-763c-4807-9889-e1689d33422a,20131102,1
ddd8f7e2-aabd-4b0e-8d14-afb8d6a56f4a,20131123,1
bf03e6ac-c792-4de6-9473-7a4449aa5301,20130906,1
bf03e6ac-c792-4de6-9473-7a4449aa5301,20131206,1
b3941392-763c-4807-9889-e1689d33422a,20131227,1
50784900-54e6-432d-a465-cdff95549569,20130910,1
2f77caa3-7c66-431d-b1b7-25cb9c5c5ec1,20131217,1
d990fdb7-4ca4-41e7-bd62-e7b5f8e8315d,20131021,1
b3941392-763c-4807-9889-e1689d33422a,20131228,1
5932331e-0ef9-49b4-907d-6da239317927,20130908,1
bf03e6ac-c792-4de6-9473-7a4449aa5301,20131101,1
294d711c-445d-4056-84eb-1ad201ed1999,20131114,1
b3941392-763c-4807-9889-e1689d33422a,20131109,1
b3941392-763c-4807-9889-e1689d33422a,20131230,1
ddd8f7e2-aabd-4b0e-8d14-afb8d6a56f4a,20131116,1
ddd8f7e2-aabd-4b0e-8d14-afb8d6a56f4a,20131005,1
294d711c-445d-4056-84eb-1ad201ed1999,20131010,1
b3941392-763c-4807-9889-e1689d33422a,20131231,1
50784900-54e6-432d-a465-cdff95549569,20131210,1
50784900-54e6-432d-a465-cdff95549569,20131029,1
5932331e-0ef9-49b4-907d-6da239317927,20131103,1
b3941392-763c-4807-9889-e1689d33422a,20131130,1
edb4f216-38e1-4298-9045-6b342a8f4152,20131002,1
50784900-54e6-432d-a465-cdff95549569,20130924,1
50784900-54e6-432d-a465-cdff95549569,20131126,1
b3941392-763c-4807-9889-e1689d33422a,20131201,1
5932331e-0ef9-49b4-907d-6da239317927,20131117,1
294d711c-445d-4056-84eb-1ad201ed1999,20130912,1
bf03e6ac-c792-4de6-9473-7a4449aa5301,20131011,1
2f77caa3-7c66-431d-b1b7-25cb9c5c5ec1,20131204,1
bf03e6ac-c792-4de6-9473-7a4449aa5301,20131025,1
edb4f216-38e1-4298-9045-6b342a8f4152,20130918,1
d990fdb7-4ca4-41e7-bd62-e7b5f8e8315d,20131104,1
2f77caa3-7c66-431d-b1b7-25cb9c5c5ec1,20131205,1
edb4f216-38e1-4298-9045-6b342a8f4152,20131211,1
edb4f216-38e1-4298-9045-6b342a8f4152,20130925,1
edb4f216-38e1-4298-9045-6b342a8f4152,20131127,1
5932331e-0ef9-49b4-907d-6da239317927,20131124,1
edb4f216-38e1-4298-9045-6b342a8f4152,20130911,1
50784900-54e6-432d-a465-cdff95549569,20131022,1
b3941392-763c-4807-9889-e1689d33422a,20131128,1
edb4f216-38e1-4298-9045-6b342a8f4152,20131009,1
50784900-54e6-432d-a465-cdff95549569,20131001,1
bf03e6ac-c792-4de6-9473-7a4449aa5301,20131115,1
b3941392-763c-4807-9889-e1689d33422a,20131229,1
b3941392-763c-4807-9889-e1689d33422a,20131221,1
294d711c-445d-4056-84eb-1ad201ed1999,20131024,1
edb4f216-38e1-4298-9045-6b342a8f4152,20131023,1
b3941392-763c-4807-9889-e1689d33422a,20131129,1
d990fdb7-4ca4-41e7-bd62-e7b5f8e8315d,20131209,1
d990fdb7-4ca4-41e7-bd62-e7b5f8e8315d,20131125,1
b3941392-763c-4807-9889-e1689d33422a,20131207,1
294d711c-445d-4056-84eb-1ad201ed1999,20131003,1
d990fdb7-4ca4-41e7-bd62-e7b5f8e8315d,20131118,1
294d711c-445d-4056-84eb-1ad201ed1999,20130919,1
50784900-54e6-432d-a465-cdff95549569,20131105,1
b3941392-763c-4807-9889-e1689d33422a,20131208,1
5932331e-0ef9-49b4-907d-6da239317927,20131027,1
294d711c-445d-4056-84eb-1ad201ed1999,20130926,1
5932331e-0ef9-49b4-907d-6da239317927,20131013,1
2f77caa3-7c66-431d-b1b7-25cb9c5c5ec1,20131213,1
bf03e6ac-c792-4de6-9473-7a4449aa5301,20130920,1
edb4f216-38e1-4298-9045-6b342a8f4152,20131106,1
2f77caa3-7c66-431d-b1b7-25cb9c5c5ec1,20131218,1
b3941392-763c-4807-9889-e1689d33422a,20131214,1
5932331e-0ef9-49b4-907d-6da239317927,20130915,1
d990fdb7-4ca4-41e7-bd62-e7b5f8e8315d,20131014,1
bf03e6ac-c792-4de6-9473-7a4449aa5301,20131004,1
2f77caa3-7c66-431d-b1b7-25cb9c5c5ec1,20131216,1
bf03e6ac-c792-4de6-9473-7a4449aa5301,20130927,1
294d711c-445d-4056-84eb-1ad201ed1999,20131107,1
50784900-54e6-432d-a465-cdff95549569,20131119,1
b3941392-763c-4807-9889-e1689d33422a,20131215,1
5932331e-0ef9-49b4-907d-6da239317927,20130922,1
50784900-54e6-432d-a465-cdff95549569,20131015,1
d990fdb7-4ca4-41e7-bd62-e7b5f8e8315d,20131028,1
edb4f216-38e1-4298-9045-6b342a8f4152,20131016,1
2f77caa3-7c66-431d-b1b7-25cb9c5c5ec1,20131212,1
bf03e6ac-c792-4de6-9473-7a4449aa5301,20130913,1
