shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
996c3f41-3f39-4f07-8473-ac189155b1e4,30.5936386045002,-96.3759947643277,32,13698.53
a649a8b3-eefd-498c-b3a8-9d7936cad51e,30.5777961360095,-96.3144957312641,22,8092.51
ced50c5d-f7fd-412f-8e73-29172987ee41,30.6146590778029,-96.3391559624169,35,11076.39
b8ea702b-5f2e-45d5-bd56-2f68bce0544c,30.5878007762314,-96.290467160372,18,8749.64
3e641743-acb8-4b8d-b214-9b3fb497a261,30.6080232923045,-96.3128300793666,1,80.6
c89e2bc8-3819-47af-a72c-9d8077509ac1,30.5947074648564,-96.3359466991393,3,532.66
f4cb3c5f-c56f-4d3d-82db-49e73ddbf288,30.6240722909017,-96.3128247149482,16,5530.9
e88ce525-e5a0-42af-af4d-5aede733f371,30.6178240846291,-96.3411166573236,20,3939.54
e88ce525-e5a0-42af-af4d-5aede733f371,30.6159344682654,-96.3434179927956,23,4249.48
c301b660-69fb-4525-973d-ff832b31dbeb,30.6113599605179,-96.3367231986954,2,412.82
b30c24fa-6810-491f-ba96-65a82e21e27b,30.6034782888578,-96.3398627245344,10,1565.76
ced50c5d-f7fd-412f-8e73-29172987ee41,30.6191772591577,-96.3002840459516,16,5749.38
0458d0bf-9368-456e-b653-1ccd6de8a4fa,30.6119071311895,-96.3185109983987,33,7722.91
0458d0bf-9368-456e-b653-1ccd6de8a4fa,30.6108114487416,-96.3196187507879,35,7890.19
a649a8b3-eefd-498c-b3a8-9d7936cad51e,30.5817818988432,-96.3099399989808,19,7470.47
b8ea702b-5f2e-45d5-bd56-2f68bce0544c,30.59050278,-96.30896667,26,11112.24
a649a8b3-eefd-498c-b3a8-9d7936cad51e,30.5839303483922,-96.3253774538861,27,9839
ff761fcd-1ceb-4cef-ba4f-1f5857982a06,30.614447183278,-96.3388917648132,25,9196.88
0458d0bf-9368-456e-b653-1ccd6de8a4fa,30.6177892159098,-96.3101076370542,17,4271.3
150ff52d-49ef-4879-b785-b166d3da3b95,30.6206752729818,-96.3210497093826,16,5853.01
b30c24fa-6810-491f-ba96-65a82e21e27b,30.5846277227776,-96.3367902539248,22,3875.79
c301b660-69fb-4525-973d-ff832b31dbeb,30.6146282323973,-96.3391774200903,31,9202.21
996c3f41-3f39-4f07-8473-ac189155b1e4,30.6089419489468,-96.3519796044814,10,2193.12
b8ea702b-5f2e-45d5-bd56-2f68bce0544c,30.5959909019465,-96.3015433431592,14,7308.66
a649a8b3-eefd-498c-b3a8-9d7936cad51e,30.58479167,-96.31726944,11,5845.37
3674600a-90ac-40a1-ba63-eda48a9a7872,30.6164172659169,-96.3431752528653,20,4208.14
b30c24fa-6810-491f-ba96-65a82e21e27b,30.6050862732581,-96.3385645352939,36,6584.53
b30c24fa-6810-491f-ba96-65a82e21e27b,30.5881816499341,-96.3379489682882,27,4468.66
e88ce525-e5a0-42af-af4d-5aede733f371,30.6135030456485,-96.3412735665604,28,5012.77
b30c24fa-6810-491f-ba96-65a82e21e27b,30.6146631011166,-96.3391519391031,42,7959.02
e88ce525-e5a0-42af-af4d-5aede733f371,30.626785345482,-96.3431363608322,9,2036.2
b30c24fa-6810-491f-ba96-65a82e21e27b,30.5959399399722,-96.3365864060275,13,2460.78
f4cb3c5f-c56f-4d3d-82db-49e73ddbf288,30.6190713118953,-96.3184962462483,19,6307.41
996c3f41-3f39-4f07-8473-ac189155b1e4,30.6046370032213,-96.3542970332084,12,2729.41
150ff52d-49ef-4879-b785-b166d3da3b95,30.6169885764711,-96.3251722648842,15,5284.47
a649a8b3-eefd-498c-b3a8-9d7936cad51e,30.5805735636099,-96.3113132900782,20,7658.32
f4cb3c5f-c56f-4d3d-82db-49e73ddbf288,30.6264822558452,-96.3097951596853,15,5136.4
150ff52d-49ef-4879-b785-b166d3da3b95,30.6100671356957,-96.3217028273167,6,1058.09
3e641743-acb8-4b8d-b214-9b3fb497a261,30.6090143685946,-96.3205266785936,5,1009.04
150ff52d-49ef-4879-b785-b166d3da3b95,30.6136009462834,-96.3149342724642,2,296.95
0458d0bf-9368-456e-b653-1ccd6de8a4fa,30.6118387348556,-96.3184291910189,14,3221.63
b30c24fa-6810-491f-ba96-65a82e21e27b,30.6138182052266,-96.3395502471656,0,0
c301b660-69fb-4525-973d-ff832b31dbeb,30.6139523156853,-96.3396763109968,0,0
bd0e02a8-50ae-43d2-8520-1f7d4dfad887,30.6203064692203,-96.3170947919544,5,1204.78
996c3f41-3f39-4f07-8473-ac189155b1e4,30.5912675315897,-96.380427114989,16,6043.69
ced50c5d-f7fd-412f-8e73-29172987ee41,30.6063992146491,-96.3139941581484,26,7793.27
3e641743-acb8-4b8d-b214-9b3fb497a261,30.6089593833065,-96.33451439944,12,4135.34
ff761fcd-1ceb-4cef-ba4f-1f5857982a06,30.6005345642885,-96.3280100421912,7,3379.95
0458d0bf-9368-456e-b653-1ccd6de8a4fa,30.6094529097946,-96.3193853985897,11,2919.85
996c3f41-3f39-4f07-8473-ac189155b1e4,30.5938062425736,-96.3909011418164,29,12082.39
3674600a-90ac-40a1-ba63-eda48a9a7872,30.6287634747484,-96.3419548476908,10,2288.13
150ff52d-49ef-4879-b785-b166d3da3b95,30.6136009462834,-96.3383834861746,11,3330.78
0458d0bf-9368-456e-b653-1ccd6de8a4fa,30.6113398439491,-96.3366722367211,4,519.02
150ff52d-49ef-4879-b785-b166d3da3b95,30.6155388424122,-96.3140223213448,17,6734.7
150ff52d-49ef-4879-b785-b166d3da3b95,30.6108181542646,-96.320265163199,5,897.25
150ff52d-49ef-4879-b785-b166d3da3b95,30.6146858998946,-96.3277552323196,9,1833.05
f4cb3c5f-c56f-4d3d-82db-49e73ddbf288,30.6189640235284,-96.3185150217125,5,2811.59
ced50c5d-f7fd-412f-8e73-29172987ee41,30.606198048961,-96.3134402819538,8,3377.21
3674600a-90ac-40a1-ba63-eda48a9a7872,30.6125092871493,-96.3432490136176,42,8632.02
ced50c5d-f7fd-412f-8e73-29172987ee41,30.614362693689,-96.3397393429124,0,0
c301b660-69fb-4525-973d-ff832b31dbeb,30.5869920901652,-96.3467251567081,18,5184.71
c301b660-69fb-4525-973d-ff832b31dbeb,30.6045645835736,-96.3390889071875,27,7739.74
3674600a-90ac-40a1-ba63-eda48a9a7872,30.6204620373524,-96.3374929927285,6,1015.53
996c3f41-3f39-4f07-8473-ac189155b1e4,30.6092919772441,-96.3535366269074,40,17247.43
f4cb3c5f-c56f-4d3d-82db-49e73ddbf288,30.62002222,-96.31725833,6,2979.72
996c3f41-3f39-4f07-8473-ac189155b1e4,30.6055932107921,-96.3532831581404,11,2585.56
3e641743-acb8-4b8d-b214-9b3fb497a261,30.6133219965292,-96.3388314151067,11,3498.59
150ff52d-49ef-4879-b785-b166d3da3b95,30.612520015986,-96.3251910403485,8,1489.46
996c3f41-3f39-4f07-8473-ac189155b1e4,30.5977772532569,-96.39537506672,19,7724.68
b30c24fa-6810-491f-ba96-65a82e21e27b,30.6061108771629,-96.3373977743028,37,6743.95
1c1e7c18-acbf-4cd9-bf44-34dacf806c73,30.6121310956556,-96.3495307475049,0,0
c301b660-69fb-4525-973d-ff832b31dbeb,30.6047201517058,-96.339165350149,4,1399.68
ff761fcd-1ceb-4cef-ba4f-1f5857982a06,30.6048113468177,-96.3390245341673,4,1496.41
b8ea702b-5f2e-45d5-bd56-2f68bce0544c,30.5829996218085,-96.299600082612,22,9800.96
f4cb3c5f-c56f-4d3d-82db-49e73ddbf288,30.6275309996325,-96.3064853135637,13,4673.82
b8ea702b-5f2e-45d5-bd56-2f68bce0544c,30.614638961234,-96.33908086056,33,16909.33
c301b660-69fb-4525-973d-ff832b31dbeb,30.6115356452188,-96.337384363257,1,346.64
ff761fcd-1ceb-4cef-ba4f-1f5857982a06,30.5978496729046,-96.3309953410026,6,2966.99
b30c24fa-6810-491f-ba96-65a82e21e27b,30.5927132423349,-96.3381648861268,30,4998.32
ff761fcd-1ceb-4cef-ba4f-1f5857982a06,30.5975,-96.32116389,14,4474.27
ff761fcd-1ceb-4cef-ba4f-1f5857982a06,30.5992940425452,-96.3264691130202,8,3581.75
b8ea702b-5f2e-45d5-bd56-2f68bce0544c,30.6114860243491,-96.3370920024569,2,491.33
f4cb3c5f-c56f-4d3d-82db-49e73ddbf288,30.6285153703997,-96.3073208217216,14,4809.27
a649a8b3-eefd-498c-b3a8-9d7936cad51e,30.611499435395,-96.3372019730331,2,487.48
b30c24fa-6810-491f-ba96-65a82e21e27b,30.5882124953397,-96.3380039535763,19,3442.83
b30c24fa-6810-491f-ba96-65a82e21e27b,30.5897668355564,-96.3380562566552,18,3270.04
ff761fcd-1ceb-4cef-ba4f-1f5857982a06,30.596037840607,-96.323749352917,10,4027.44
ff761fcd-1ceb-4cef-ba4f-1f5857982a06,30.5958031473042,-96.3338036140086,5,2615.04
996c3f41-3f39-4f07-8473-ac189155b1e4,30.6168142328748,-96.3424698318523,2,123.06
3674600a-90ac-40a1-ba63-eda48a9a7872,30.6212224436535,-96.3383861683837,7,1135.67
c301b660-69fb-4525-973d-ff832b31dbeb,30.5908933634098,-96.3354706070108,10,3359.14
996c3f41-3f39-4f07-8473-ac189155b1e4,30.613472200243,-96.3510086447602,43,17880.49
a649a8b3-eefd-498c-b3a8-9d7936cad51e,30.6090022986532,-96.3346874019317,3,854.67
e88ce525-e5a0-42af-af4d-5aede733f371,30.6198344004056,-96.3380616210736,5,940.61
bd0e02a8-50ae-43d2-8520-1f7d4dfad887,30.6263146177718,-96.3138801642585,1,270.85
b8ea702b-5f2e-45d5-bd56-2f68bce0544c,30.5824900020653,-96.3002196729314,23,9882.94
b30c24fa-6810-491f-ba96-65a82e21e27b,30.5854820063998,-96.3376807473708,21,3748.24
996c3f41-3f39-4f07-8473-ac189155b1e4,30.6030236544027,-96.3631134547659,34,15313.8
996c3f41-3f39-4f07-8473-ac189155b1e4,30.6016195178997,-96.3651143828103,14,4176.6
e88ce525-e5a0-42af-af4d-5aede733f371,30.6126460798172,-96.3439839389314,26,4717.73
996c3f41-3f39-4f07-8473-ac189155b1e4,30.6045498314232,-96.4067932311769,24,9141.93
e88ce525-e5a0-42af-af4d-5aede733f371,30.6281103568143,-96.3409731591328,11,2401.99
f4cb3c5f-c56f-4d3d-82db-49e73ddbf288,30.6184356283209,-96.3235911025757,3,2160.43
bd0e02a8-50ae-43d2-8520-1f7d4dfad887,30.6242868676356,-96.3154519388349,16,7347.76
b30c24fa-6810-491f-ba96-65a82e21e27b,30.6074506406456,-96.3363745115026,5,976.08
e88ce525-e5a0-42af-af4d-5aede733f371,30.625527389379,-96.3410187566888,13,2693.81
c301b660-69fb-4525-973d-ff832b31dbeb,30.5981339870771,-96.3374313019175,24,6939.59
ff761fcd-1ceb-4cef-ba4f-1f5857982a06,30.5964817462255,-96.3216411365057,17,5046.92
e88ce525-e5a0-42af-af4d-5aede733f371,30.6202072274808,-96.3377478026001,18,3522.46
3674600a-90ac-40a1-ba63-eda48a9a7872,30.6098659700076,-96.3531342955312,33,6896.29
996c3f41-3f39-4f07-8473-ac189155b1e4,30.619088746255,-96.3446330335518,4,449.69
f4cb3c5f-c56f-4d3d-82db-49e73ddbf288,30.6115021176041,-96.337224771811,1,300.14
3674600a-90ac-40a1-ba63-eda48a9a7872,30.6113022930206,-96.3473581580733,28,5769.29
ff761fcd-1ceb-4cef-ba4f-1f5857982a06,30.5989587663984,-96.3225450409976,15,4683.38
3674600a-90ac-40a1-ba63-eda48a9a7872,30.6282310562272,-96.3411662781934,11,2383.97
a649a8b3-eefd-498c-b3a8-9d7936cad51e,30.5873555295083,-96.3283091085141,28,10311.77
3674600a-90ac-40a1-ba63-eda48a9a7872,30.6255112961239,-96.3410710597677,13,2697.51
3674600a-90ac-40a1-ba63-eda48a9a7872,30.6138410040045,-96.3450018373133,22,4553.32
c301b660-69fb-4525-973d-ff832b31dbeb,30.6040241184249,-96.3401524031253,5,1521.72
0458d0bf-9368-456e-b653-1ccd6de8a4fa,30.6178442011979,-96.3102028554799,30,6674.84
ced50c5d-f7fd-412f-8e73-29172987ee41,30.61081681316,-96.3097026234688,23,7150.09
996c3f41-3f39-4f07-8473-ac189155b1e4,30.5908437425401,-96.3792013453961,31,13262.04
996c3f41-3f39-4f07-8473-ac189155b1e4,30.6076813106347,-96.3578295026916,13,3207.5
e88ce525-e5a0-42af-af4d-5aede733f371,30.6163689861517,-96.343101492113,2,323.66
a649a8b3-eefd-498c-b3a8-9d7936cad51e,30.6146107980377,-96.3390392863178,33,13900.84
3674600a-90ac-40a1-ba63-eda48a9a7872,30.6134775646614,-96.35083027785,37,7646.95
b30c24fa-6810-491f-ba96-65a82e21e27b,30.6136304505843,-96.3382198714149,41,7813.72
b30c24fa-6810-491f-ba96-65a82e21e27b,30.5867426447119,-96.337914099569,20,3606.39
0458d0bf-9368-456e-b653-1ccd6de8a4fa,30.6130457289842,-96.3155927548166,32,7416.49
996c3f41-3f39-4f07-8473-ac189155b1e4,30.5908584946906,-96.3819492686956,30,12999.18
3674600a-90ac-40a1-ba63-eda48a9a7872,30.6274854020766,-96.3407478535621,12,2475.98
561e49e0-c79e-4a22-a97d-2aee5f42cc10,30.614362693689,-96.3514257282868,1,1073.48
996c3f41-3f39-4f07-8473-ac189155b1e4,30.6164373824857,-96.3436097707516,0,0
996c3f41-3f39-4f07-8473-ac189155b1e4,30.6046557786856,-96.3543560418103,36,16497.52
b8ea702b-5f2e-45d5-bd56-2f68bce0544c,30.5929157491276,-96.3103597647166,9,5735.39
ff761fcd-1ceb-4cef-ba4f-1f5857982a06,30.5911790186869,-96.3307096857256,21,6095.71
996c3f41-3f39-4f07-8473-ac189155b1e4,30.6164373824857,-96.3436097707516,47,18911.49
b30c24fa-6810-491f-ba96-65a82e21e27b,30.5867413036073,-96.3378765486405,26,4308.46
ced50c5d-f7fd-412f-8e73-29172987ee41,30.6132629879274,-96.3049779120074,20,6616.68
996c3f41-3f39-4f07-8473-ac189155b1e4,30.6092919772441,-96.3535366269074,8,1968.27
3674600a-90ac-40a1-ba63-eda48a9a7872,30.61192188334,-96.3493604272223,30,6039.04
b30c24fa-6810-491f-ba96-65a82e21e27b,30.5844198515665,-96.33631818511,24,4000.96
996c3f41-3f39-4f07-8473-ac189155b1e4,30.6006324649234,-96.402444029,22,8538.77
3674600a-90ac-40a1-ba63-eda48a9a7872,30.6133863695494,-96.3412467444686,44,8853.82
a649a8b3-eefd-498c-b3a8-9d7936cad51e,30.5848476639299,-96.3265911535377,6,4004.01
0f8e7eb3-b5d6-4575-a3c4-312ba148149a,30.6143425771202,-96.3513546497437,0,0
f4cb3c5f-c56f-4d3d-82db-49e73ddbf288,30.6214946878847,-96.3155927548166,7,3208.06
996c3f41-3f39-4f07-8473-ac189155b1e4,30.6098311012883,-96.3530176194321,39,17169.63
3674600a-90ac-40a1-ba63-eda48a9a7872,30.6117247409657,-96.3494663744847,38,7881.36
e88ce525-e5a0-42af-af4d-5aede733f371,30.6256252900139,-96.3440979328214,8,1877.86
0458d0bf-9368-456e-b653-1ccd6de8a4fa,30.6116308636445,-96.337553342435,3,428.76
b30c24fa-6810-491f-ba96-65a82e21e27b,30.6039248766854,-96.3399928116794,35,6396.61
e88ce525-e5a0-42af-af4d-5aede733f371,30.6201844287029,-96.3375412724937,6,1003.77
b8ea702b-5f2e-45d5-bd56-2f68bce0544c,30.5850407829905,-96.2933800395358,20,9164.09
b8ea702b-5f2e-45d5-bd56-2f68bce0544c,30.5996735751434,-96.3053547623965,13,6760.61
3e641743-acb8-4b8d-b214-9b3fb497a261,30.6135942407604,-96.3383834861746,10,3446.15
150ff52d-49ef-4879-b785-b166d3da3b95,30.6112218267454,-96.3192968856869,4,794.36
0458d0bf-9368-456e-b653-1ccd6de8a4fa,30.62116879947,-96.3028066636805,20,5087.61
ff761fcd-1ceb-4cef-ba4f-1f5857982a06,30.6089888876074,-96.3343977233409,23,8453.23
ff761fcd-1ceb-4cef-ba4f-1f5857982a06,30.5973695574623,-96.3249040439668,9,3842.79
996c3f41-3f39-4f07-8473-ac189155b1e4,30.6003588795876,-96.4033828022112,27,10682.44
b30c24fa-6810-491f-ba96-65a82e21e27b,30.5946390685224,-96.3360459408788,14,2614.3
a649a8b3-eefd-498c-b3a8-9d7936cad51e,30.5931665356854,-96.3320481081038,30,11050.22
b30c24fa-6810-491f-ba96-65a82e21e27b,30.5841207852436,-96.3369297288018,23,3933.68
996c3f41-3f39-4f07-8473-ac189155b1e4,30.5972220359577,-96.3958457944301,20,7801.06
b8ea702b-5f2e-45d5-bd56-2f68bce0544c,30.5966467020897,-96.3082890992337,11,6322.54
c301b660-69fb-4525-973d-ff832b31dbeb,30.5939229186728,-96.3420420194889,22,6296.57
0458d0bf-9368-456e-b653-1ccd6de8a4fa,30.6112325555821,-96.3235991492032,7,2326.65
bd0e02a8-50ae-43d2-8520-1f7d4dfad887,30.6201535832973,-96.3200197410595,15,6713.94
b8ea702b-5f2e-45d5-bd56-2f68bce0544c,30.5897668355564,-96.3300833898832,30,13621.43
3674600a-90ac-40a1-ba63-eda48a9a7872,30.6153081724231,-96.342880209856,1,190.38
3674600a-90ac-40a1-ba63-eda48a9a7872,30.6238483264356,-96.3391935133453,14,2955.15
e88ce525-e5a0-42af-af4d-5aede733f371,30.6239341571292,-96.3391868078224,14,2942.87
0458d0bf-9368-456e-b653-1ccd6de8a4fa,30.6207114828057,-96.3045219364477,22,5296.65
3674600a-90ac-40a1-ba63-eda48a9a7872,30.6111950046536,-96.3473045138898,40,8159.85
0458d0bf-9368-456e-b653-1ccd6de8a4fa,30.6161611149407,-96.312077719693,16,4010.1
c301b660-69fb-4525-973d-ff832b31dbeb,30.5863805464733,-96.3445324507077,16,4963.45
ced50c5d-f7fd-412f-8e73-29172987ee41,30.61573611,-96.30389167,18,6264.69
ced50c5d-f7fd-412f-8e73-29172987ee41,30.6071167056034,-96.317671466927,6,2948.43
bd0e02a8-50ae-43d2-8520-1f7d4dfad887,30.6247870996468,-96.3120736963793,2,513.02
ced50c5d-f7fd-412f-8e73-29172987ee41,30.6127158172557,-96.3054915550644,21,6694.84
bd0e02a8-50ae-43d2-8520-1f7d4dfad887,30.6215590609049,-96.3156504223138,4,1008.69
c301b660-69fb-4525-973d-ff832b31dbeb,30.6136492260486,-96.3382426701929,30,9061.41
c301b660-69fb-4525-973d-ff832b31dbeb,30.6143103906101,-96.3400799834776,32,9295.47
150ff52d-49ef-4879-b785-b166d3da3b95,30.6092101698643,-96.3342850705555,10,2704.94
3e641743-acb8-4b8d-b214-9b3fb497a261,30.6116053826574,-96.3240658535996,6,1453.4
e88ce525-e5a0-42af-af4d-5aede733f371,30.6208670509378,-96.3383915328021,17,3426.73
996c3f41-3f39-4f07-8473-ac189155b1e4,30.602544880065,-96.4048258307472,23,8850.31
3674600a-90ac-40a1-ba63-eda48a9a7872,30.6139563389991,-96.3416571224724,0,0
0458d0bf-9368-456e-b653-1ccd6de8a4fa,30.6191544603797,-96.3052514973433,28,6179.38
e88ce525-e5a0-42af-af4d-5aede733f371,30.6149635085442,-96.3448355403444,24,4422.74
a649a8b3-eefd-498c-b3a8-9d7936cad51e,30.5820903528983,-96.3188502978593,13,6182.32
ced50c5d-f7fd-412f-8e73-29172987ee41,30.6088105206973,-96.311999935627,24,7463.1
ced50c5d-f7fd-412f-8e73-29172987ee41,30.6095038717689,-96.3065711442573,11,4260.65
ff761fcd-1ceb-4cef-ba4f-1f5857982a06,30.595430320229,-96.3232115699775,11,4112.31
150ff52d-49ef-4879-b785-b166d3da3b95,30.6125454969731,-96.3383928739067,13,3479.6
b30c24fa-6810-491f-ba96-65a82e21e27b,30.5856536677869,-96.3375962577818,25,4184.66
3674600a-90ac-40a1-ba63-eda48a9a7872,30.6198344004056,-96.3380616210736,5,927.09
996c3f41-3f39-4f07-8473-ac189155b1e4,30.5919018740595,-96.3838442494776,17,6378.07
996c3f41-3f39-4f07-8473-ac189155b1e4,30.6108369297288,-96.3542380246066,6,1748.12
ced50c5d-f7fd-412f-8e73-29172987ee41,30.6146309146065,-96.3279201881838,3,1660.05
b30c24fa-6810-491f-ba96-65a82e21e27b,30.5960941669997,-96.336487164288,33,5464.06
